Activity Period,Activity Period Start Date,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,data_as_of,data_loaded_at
199907,1999/07/01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,31432,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,31353,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,2518,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Deplaned,Other,Terminal 2,D,1324,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Enplaned,Other,Terminal 2,D,1198,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 1,B,24124,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 1,B,23613,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,Terminal 2,D,4983,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,Terminal 2,D,4604,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Air Europe,PE,Air Europe,PE,International,Europe,Deplaned,Other,Terminal 2,D,205,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,Terminal 2,D,10118,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,Terminal 2,D,9093,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,41433,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,47409,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,Terminal 2,D,4135,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,Terminal 2,D,9595,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 2,D,10082,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,Terminal 2,D,277,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,Terminal 2,D,6266,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 2,D,6765,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,Terminal 2,D,1056,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Alitalia Airlines,AZ,Alitalia Airlines,AZ,International,Europe,Deplaned,Other,Terminal 2,D,4229,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Alitalia Airlines,AZ,Alitalia Airlines,AZ,International,Europe,Enplaned,Other,Terminal 2,D,5624,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Deplaned,Other,Terminal 2,D,4506,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Enplaned,Other,Terminal 2,D,3282,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,124057,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,119356,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,Terminal 2,D,4702,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,Terminal 2,D,4146,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,Terminal 2,D,24606,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,Terminal 2,D,21161,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Canadian Airlines,CP,Canadian Airlines,CP,International,Canada,Deplaned,Other,Terminal 3,E,5236,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Canadian Airlines,CP,Canadian Airlines,CP,International,Canada,Enplaned,Other,Terminal 3,E,5699,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,Terminal 2,D,6432,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,Terminal 2,D,5759,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Champion Air,MG,Champion Air,MG,Domestic,US,Deplaned,Other,Terminal 1,A,1503,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Champion Air,MG,Champion Air,MG,Domestic,US,Enplaned,Other,Terminal 1,A,1442,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,Terminal 2,D,9823,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,Terminal 2,D,7594,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,"China Eastern Airlines, Inc",,"China Eastern Airlines, Inc",,International,Asia,Deplaned,Other,Terminal 2,D,1794,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,"China Eastern Airlines, Inc",,"China Eastern Airlines, Inc",,International,Asia,Enplaned,Other,Terminal 2,D,957,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,120258,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,114735,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,Terminal 2,D,11117,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,Terminal 2,D,10117,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Finnair,AY,Finnair,AY,International,Europe,Deplaned,Other,Terminal 2,D,4598,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Finnair,AY,Finnair,AY,International,Europe,Enplaned,Other,Terminal 2,D,4195,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,9927,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,10007,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,8667,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,8809,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,Terminal 2,D,9997,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,Terminal 2,D,9070,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,Terminal 2,D,8672,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,Terminal 2,D,8210,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,Terminal 2,D,9889,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,Terminal 2,D,9373,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,Terminal 2,D,23003,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,Terminal 2,D,21110,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,Terminal 2,D,16650,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,Terminal 2,D,16453,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Miami Air International,GL,Miami Air International,GL,Domestic,US,Deplaned,Other,Terminal 2,D,171,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Miami Air International,GL,Miami Air International,GL,Domestic,US,Enplaned,Other,Terminal 2,D,164,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Miami Air International,GL,Miami Air International,GL,International,Canada,Deplaned,Other,Terminal 2,D,477,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Miami Air International,GL,Miami Air International,GL,International,Canada,Enplaned,Other,Terminal 2,D,474,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,B,3037,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,B,3006,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,National Airlines,N7,National Airlines,N7,Domestic,US,Deplaned,Other,Terminal 1,B,6486,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,National Airlines,N7,National Airlines,N7,Domestic,US,Enplaned,Other,Terminal 1,B,6093,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Other,Terminal 1,C,81204,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Other,Terminal 1,C,80371,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Thru / Transit,Other,Terminal 1,C,5008,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Other,Terminal 2,D,9194,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Other,Terminal 2,D,8645,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,Terminal 2,D,9164,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,Terminal 2,D,6783,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Reno Air,QQ,Reno Air,QQ,Domestic,US,Deplaned,Other,Terminal 3,E,26850,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Reno Air,QQ,Reno Air,QQ,Domestic,US,Enplaned,Other,Terminal 3,E,26399,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Ryan International Airlines,RD,Ryan International Airlines,RD,Domestic,US,Deplaned,Other,Terminal 2,D,17346,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Ryan International Airlines,RD,Ryan International Airlines,RD,Domestic,US,Enplaned,Other,Terminal 2,D,18669,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Ryan International Airlines,RD,Ryan International Airlines,RD,International,Europe,Deplaned,Other,Terminal 2,D,6541,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Ryan International Airlines,RD,Ryan International Airlines,RD,International,Europe,Enplaned,Other,Terminal 2,D,4763,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,Terminal 2,D,16023,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,Terminal 2,D,15151,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,2307,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,2394,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,49493,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,51042,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Sobelair Airlines,,Sobelair Airlines,,International,Europe,Deplaned,Other,Terminal 2,D,427,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Sobelair Airlines,,Sobelair Airlines,,International,Europe,Enplaned,Other,Terminal 2,D,408,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,A,38102,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,A,36438,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Sports Jet,,Sports Jet,,Domestic,US,Enplaned,Other,Terminal 1,A,53,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Star Air,S6,Star Air,S6,Domestic,US,Deplaned,Other,Terminal 1,B,85,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Star Air,S6,Star Air,S6,Domestic,US,Enplaned,Other,Terminal 1,B,142,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 3,E,3153,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 3,E,2912,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Swissair,SR,Swissair,SR,International,Europe,Deplaned,Other,Terminal 2,D,4973,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Swissair,SR,Swissair,SR,International,Europe,Enplaned,Other,Terminal 2,D,4527,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,Terminal 2,D,3947,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,Terminal 2,D,4390,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,TWA,TW,TWA,TW,Domestic,US,Deplaned,Other,Terminal 1,B,37742,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,TWA,TW,TWA,TW,Domestic,US,Enplaned,Other,Terminal 1,B,35323,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Tower Air,FF,Tower Air,FF,Domestic,US,Deplaned,Other,Terminal 3,E,8894,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Tower Air,FF,Tower Air,FF,Domestic,US,Enplaned,Other,Terminal 3,E,9385,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Trans States Airlines,AX,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,A,4026,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Trans States Airlines,AX,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,A,4040,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,A,55142,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,A,55228,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,US Airways,US,US Airways,US,Domestic,US,Deplaned,Low Fare,Terminal 1,B,35131,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,US Airways,US,US Airways,US,Domestic,US,Enplaned,Low Fare,Terminal 1,B,31947,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,68247,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,67479,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,57971,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,54936,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,1181,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,784782,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,792965,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,16837,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,51309,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,47487,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,706,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,9202,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,8977,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,477,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,15849,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,International,G,15873,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,International,G,238,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,7495,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,24456,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,16271,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,665,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,3732,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,3994,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,104,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,Terminal 2,D,12456,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199907,1999/07/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,Terminal 2,D,11039,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199908,1999/08/01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,34523,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199908,1999/08/01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,32551,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199908,1999/08/01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,2089,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199908,1999/08/01,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Deplaned,Other,Terminal 2,D,1437,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199908,1999/08/01,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Enplaned,Other,Terminal 2,D,1252,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199908,1999/08/01,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 1,B,25730,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199908,1999/08/01,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 1,B,24808,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
199908,1999/08/01,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,Terminal 2,D,5364,2025/09/20 01:01:11 PM,2025/09/22 03:10:03 PM
