Activity Period,Activity Period Start Date,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,data_as_of,data_loaded_at
200407,7/1/04,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,9759,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,12014,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10910,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Comair,OH,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,1511,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Comair,OH,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,1336,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,91253,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,88566,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,11795,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,10952,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,15165,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,14769,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7429,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7857,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,4749,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,4979,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,9312,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,8958,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,9145,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,8264,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,8322,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,6664,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,21768,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,19134,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Mesa Airlines,YV,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,1508,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Mesa Airlines,YV,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,1800,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,7012,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,8305,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,A,5294,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,A,5137,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Other,Terminal 1,C,54070,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Other,Terminal 1,C,51576,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Other,International,A,7046,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Other,International,A,7753,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13588,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,11947,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,19013,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,17202,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,2778,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,2664,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,89970,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,93371,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,4960,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,5308,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,2,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,G,6394,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,G,7044,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,A,50417,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,A,49172,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,US Airways,US,US Airways,US,Domestic,US,Deplaned,Low Fare,Terminal 1,B,53962,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,US Airways,US,US Airways,US,Domestic,US,Enplaned,Low Fare,Terminal 1,B,52824,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,57001,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,54924,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,E,48101,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,E,47414,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,510051,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,486792,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,10070,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,68379,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,59192,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,4353,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,9450,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,9213,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,1269,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,17394,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,17403,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,299,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,32472,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,29317,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,1223,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,3869,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,3911,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,179,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,11572,1/20/26 14:01,1/22/26 15:02
200407,7/1/04,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,10465,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,47965,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,46794,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,1931,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,ATA Airlines,TZ,ATA Airlines,TZ,International,Canada,Deplaned,Low Fare,International,A,956,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,ATA Airlines,TZ,ATA Airlines,TZ,International,Canada,Enplaned,Low Fare,International,A,727,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 1,B,35809,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 1,B,34836,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,7019,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,6206,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,11569,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,11914,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,4286,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,3975,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,International,A,7605,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,International,A,8026,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,36356,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,39684,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,International,A,3774,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,International,A,7200,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,International,A,5463,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,International,A,335,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,7495,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,9097,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,1859,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Deplaned,Other,International,G,6921,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Enplaned,Other,International,G,6212,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,145110,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,141327,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,5184,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,4748,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,5407,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,3993,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Deplaned,Other,International,A,576,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Enplaned,Other,International,A,765,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,20781,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,20611,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,11793,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,8744,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,11806,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,9228,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Comair,OH,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,1466,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Comair,OH,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,1285,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,86184,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,85377,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,11311,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,9738,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,12835,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,12662,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7821,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7425,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,4933,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,4576,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,9140,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,7753,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,8810,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,8483,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,8766,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,7150,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,21535,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,21292,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Mesa Airlines,YV,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,1339,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Mesa Airlines,YV,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,1637,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,7088,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,7284,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,A,4593,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,A,4693,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Other,Terminal 1,C,52868,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Other,Terminal 1,C,51866,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Other,International,A,7518,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Other,International,A,7362,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13505,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,10628,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,19286,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,15930,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,2825,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,2605,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,87897,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,90150,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,4187,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,4109,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,G,7354,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,G,5443,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,A,46312,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,A,48354,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,US Airways,US,US Airways,US,Domestic,US,Deplaned,Low Fare,Terminal 1,B,55018,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,US Airways,US,US Airways,US,Domestic,US,Enplaned,Low Fare,Terminal 1,B,54029,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,53878,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,53873,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,E,45954,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,31423,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,E,46306,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,29194,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,574,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,494443,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,460885,1/20/26 14:01,1/22/26 15:02
200408,8/1/04,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,9830,1/20/26 14:01,1/22/26 15:02
