Activity Period,Activity Period Start Date,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,data_as_of,data_loaded_at
199907,7/1/99,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,31432,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,31353,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,2518,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Deplaned,Other,Terminal 2,D,1324,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Enplaned,Other,Terminal 2,D,1198,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 1,B,24124,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 1,B,23613,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,Terminal 2,D,4983,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,Terminal 2,D,4604,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Air Europe,PE,Air Europe,PE,International,Europe,Deplaned,Other,Terminal 2,D,205,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,Terminal 2,D,10118,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,Terminal 2,D,9093,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,41433,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,47409,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,Terminal 2,D,4135,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,Terminal 2,D,9595,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 2,D,10082,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,Terminal 2,D,277,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,Terminal 2,D,6266,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 2,D,6765,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,Terminal 2,D,1056,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Alitalia Airlines,AZ,Alitalia Airlines,AZ,International,Europe,Deplaned,Other,Terminal 2,D,4229,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Alitalia Airlines,AZ,Alitalia Airlines,AZ,International,Europe,Enplaned,Other,Terminal 2,D,5624,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Deplaned,Other,Terminal 2,D,4506,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Enplaned,Other,Terminal 2,D,3282,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,124057,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,119356,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,Terminal 2,D,4702,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,Terminal 2,D,4146,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,Terminal 2,D,24606,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,Terminal 2,D,21161,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Canadian Airlines,CP,Canadian Airlines,CP,International,Canada,Deplaned,Other,Terminal 3,E,5236,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Canadian Airlines,CP,Canadian Airlines,CP,International,Canada,Enplaned,Other,Terminal 3,E,5699,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,Terminal 2,D,6432,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,Terminal 2,D,5759,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Champion Air,MG,Champion Air,MG,Domestic,US,Deplaned,Other,Terminal 1,A,1503,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Champion Air,MG,Champion Air,MG,Domestic,US,Enplaned,Other,Terminal 1,A,1442,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,Terminal 2,D,9823,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,Terminal 2,D,7594,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,"China Eastern Airlines, Inc",,"China Eastern Airlines, Inc",,International,Asia,Deplaned,Other,Terminal 2,D,1794,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,"China Eastern Airlines, Inc",,"China Eastern Airlines, Inc",,International,Asia,Enplaned,Other,Terminal 2,D,957,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,120258,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,114735,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,Terminal 2,D,11117,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,Terminal 2,D,10117,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Finnair,AY,Finnair,AY,International,Europe,Deplaned,Other,Terminal 2,D,4598,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Finnair,AY,Finnair,AY,International,Europe,Enplaned,Other,Terminal 2,D,4195,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,9927,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,10007,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,8667,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,8809,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,Terminal 2,D,9997,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,Terminal 2,D,9070,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,Terminal 2,D,8672,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,Terminal 2,D,8210,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,Terminal 2,D,9889,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,Terminal 2,D,9373,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,Terminal 2,D,23003,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,Terminal 2,D,21110,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,Terminal 2,D,16650,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,Terminal 2,D,16453,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Miami Air International,GL,Miami Air International,GL,Domestic,US,Deplaned,Other,Terminal 2,D,171,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Miami Air International,GL,Miami Air International,GL,Domestic,US,Enplaned,Other,Terminal 2,D,164,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Miami Air International,GL,Miami Air International,GL,International,Canada,Deplaned,Other,Terminal 2,D,477,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Miami Air International,GL,Miami Air International,GL,International,Canada,Enplaned,Other,Terminal 2,D,474,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,B,3037,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,B,3006,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,National Airlines,N7,National Airlines,N7,Domestic,US,Deplaned,Other,Terminal 1,B,6486,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,National Airlines,N7,National Airlines,N7,Domestic,US,Enplaned,Other,Terminal 1,B,6093,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Other,Terminal 1,C,81204,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Other,Terminal 1,C,80371,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Thru / Transit,Other,Terminal 1,C,5008,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Other,Terminal 2,D,9194,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Other,Terminal 2,D,8645,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,Terminal 2,D,9164,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,Terminal 2,D,6783,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Reno Air,QQ,Reno Air,QQ,Domestic,US,Deplaned,Other,Terminal 3,E,26850,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Reno Air,QQ,Reno Air,QQ,Domestic,US,Enplaned,Other,Terminal 3,E,26399,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Ryan International Airlines,RD,Ryan International Airlines,RD,Domestic,US,Deplaned,Other,Terminal 2,D,17346,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Ryan International Airlines,RD,Ryan International Airlines,RD,Domestic,US,Enplaned,Other,Terminal 2,D,18669,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Ryan International Airlines,RD,Ryan International Airlines,RD,International,Europe,Deplaned,Other,Terminal 2,D,6541,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Ryan International Airlines,RD,Ryan International Airlines,RD,International,Europe,Enplaned,Other,Terminal 2,D,4763,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,Terminal 2,D,16023,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,Terminal 2,D,15151,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,2307,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,2394,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,49493,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,51042,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Sobelair Airlines,,Sobelair Airlines,,International,Europe,Deplaned,Other,Terminal 2,D,427,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Sobelair Airlines,,Sobelair Airlines,,International,Europe,Enplaned,Other,Terminal 2,D,408,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,A,38102,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,A,36438,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Sports Jet,,Sports Jet,,Domestic,US,Enplaned,Other,Terminal 1,A,53,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Star Air,S6,Star Air,S6,Domestic,US,Deplaned,Other,Terminal 1,B,85,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Star Air,S6,Star Air,S6,Domestic,US,Enplaned,Other,Terminal 1,B,142,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 3,E,3153,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 3,E,2912,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Swissair,SR,Swissair,SR,International,Europe,Deplaned,Other,Terminal 2,D,4973,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Swissair,SR,Swissair,SR,International,Europe,Enplaned,Other,Terminal 2,D,4527,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,Terminal 2,D,3947,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,Terminal 2,D,4390,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,TWA,TW,TWA,TW,Domestic,US,Deplaned,Other,Terminal 1,B,37742,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,TWA,TW,TWA,TW,Domestic,US,Enplaned,Other,Terminal 1,B,35323,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Tower Air,FF,Tower Air,FF,Domestic,US,Deplaned,Other,Terminal 3,E,8894,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Tower Air,FF,Tower Air,FF,Domestic,US,Enplaned,Other,Terminal 3,E,9385,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Trans States Airlines,AX,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,A,4026,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Trans States Airlines,AX,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,A,4040,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,A,55142,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,A,55228,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,US Airways,US,US Airways,US,Domestic,US,Deplaned,Low Fare,Terminal 1,B,35131,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,US Airways,US,US Airways,US,Domestic,US,Enplaned,Low Fare,Terminal 1,B,31947,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,68247,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,67479,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,57971,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,54936,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,1181,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,784782,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,792965,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,16837,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,51309,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,47487,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,706,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,9202,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,8977,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,477,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,15849,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,International,G,15873,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,International,G,238,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,7495,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,24456,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,16271,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,665,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,3732,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,3994,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,104,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,Terminal 2,D,12456,1/20/26 14:01,1/22/26 15:02
199907,7/1/99,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,Terminal 2,D,11039,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,34523,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,32551,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,2089,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Deplaned,Other,Terminal 2,D,1437,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Enplaned,Other,Terminal 2,D,1252,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 1,B,25730,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 1,B,24808,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,Terminal 2,D,5364,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,Terminal 2,D,4050,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Air Europe,PE,Air Europe,PE,International,Europe,Deplaned,Other,Terminal 2,D,389,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Air Europe,PE,Air Europe,PE,International,Europe,Enplaned,Other,Terminal 2,D,398,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,Terminal 2,D,9976,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,Terminal 2,D,9537,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,43769,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,61755,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,Terminal 2,D,4278,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,Terminal 2,D,9554,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 2,D,8560,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,Terminal 2,D,321,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,Terminal 2,D,6808,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 2,D,6939,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,Terminal 2,D,796,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Alitalia Airlines,AZ,Alitalia Airlines,AZ,International,Europe,Deplaned,Other,Terminal 2,D,5253,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Alitalia Airlines,AZ,Alitalia Airlines,AZ,International,Europe,Enplaned,Other,Terminal 2,D,5219,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Deplaned,Other,Terminal 2,D,4785,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Enplaned,Other,Terminal 2,D,4295,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,120250,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,118524,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,Terminal 2,D,4571,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,Terminal 2,D,3847,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,Terminal 2,D,23177,1/20/26 14:01,1/22/26 15:02
199908,8/1/99,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,Terminal 2,D,22820,1/20/26 14:01,1/22/26 15:02
