,Year,Date,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
4814,2003,2003-02-01,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,76856
4815,2003,2003-02-01,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,78271
4816,2003,2003-02-01,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,3321
4817,2003,2003-02-01,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,3333
4818,2003,2003-02-01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,3452
4819,2003,2003-02-01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,3533
4820,2003,2003-02-01,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,13919
4821,2003,2003-02-01,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,10872
4822,2003,2003-02-01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,8344
4823,2003,2003-02-01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,8121
4824,2003,2003-02-01,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,7923
4825,2003,2003-02-01,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,7879
4826,2003,2003-02-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,47295
4827,2003,2003-02-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,48690
4828,2003,2003-02-01,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,8695
4829,2003,2003-02-01,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,9286
4830,2003,2003-02-01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,7529
4831,2003,2003-02-01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,7576
4832,2003,2003-02-01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,4915
4833,2003,2003-02-01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,4938
4834,2003,2003-02-01,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,1118
4835,2003,2003-02-01,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,792
4836,2003,2003-02-01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6672
4837,2003,2003-02-01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6297
4838,2003,2003-02-01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,5339
4839,2003,2003-02-01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,4586
4840,2003,2003-02-01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,4152
4841,2003,2003-02-01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,3553
4842,2003,2003-02-01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,11168
4843,2003,2003-02-01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,10660
4844,2003,2003-02-01,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,6303
4845,2003,2003-02-01,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,6359
4846,2003,2003-02-01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Other,Terminal 1,C,31477
4847,2003,2003-02-01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Other,Terminal 1,C,32457
4848,2003,2003-02-01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Other,International,A,7053
4849,2003,2003-02-01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Other,International,A,6262
4850,2003,2003-02-01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,8401
4851,2003,2003-02-01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,6793
4852,2003,2003-02-01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,11619
4853,2003,2003-02-01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,12160
4854,2003,2003-02-01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,50564
4855,2003,2003-02-01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,50925
4856,2003,2003-02-01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,G,3660
4857,2003,2003-02-01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,G,3597
4858,2003,2003-02-01,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,A,20720
4859,2003,2003-02-01,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,A,21222
4860,2003,2003-02-01,US Airways,US,US Airways,US,Domestic,US,Deplaned,Low Fare,Terminal 1,B,27916
4861,2003,2003-02-01,US Airways,US,US Airways,US,Domestic,US,Enplaned,Low Fare,Terminal 1,B,28386
4862,2003,2003-02-01,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,25447
4863,2003,2003-02-01,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,25979
4864,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,21487
4865,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,20334
4866,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,437
4867,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,351122
4868,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,350630
4869,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,7480
4870,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,44124
4871,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,45142
4872,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,2981
4873,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,7500
4874,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,7845
4875,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,434
4876,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,11012
4877,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,10221
4878,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,385
4879,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,19542
4880,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,18005
4881,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,1054
4882,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,2804
4883,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,3103
4884,2003,2003-02-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,212
4885,2003,2003-02-01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,7518
4886,2003,2003-02-01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,6994
4887,2003,2003-03-01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,31016
4888,2003,2003-03-01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,31170
4889,2003,2003-03-01,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Deplaned,Other,International,G,724
4890,2003,2003-03-01,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Enplaned,Other,International,G,805
4891,2003,2003-03-01,Air 2000,DP,Air 2000,DP,International,Europe,Enplaned,Other,International,A,66
4892,2003,2003-03-01,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 1,B,17931
4893,2003,2003-03-01,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 1,B,19550
4894,2003,2003-03-01,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,3595
4895,2003,2003-03-01,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,3566
4896,2003,2003-03-01,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,5517
4897,2003,2003-03-01,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,5941
4898,2003,2003-03-01,Air Wisconsin,ZW,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,1561
4899,2003,2003-03-01,Air Wisconsin,ZW,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,1241
4900,2003,2003-03-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,19870
4901,2003,2003-03-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,28247
4902,2003,2003-03-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,International,A,7676
4903,2003,2003-03-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,International,A,4804
4904,2003,2003-03-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,International,A,5986
4905,2003,2003-03-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,International,A,1131
4906,2003,2003-03-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,6119
4907,2003,2003-03-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,8404
4908,2003,2003-03-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,3723
4909,2003,2003-03-01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Deplaned,Other,International,G,4417
4910,2003,2003-03-01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Enplaned,Other,International,G,5349
4911,2003,2003-03-01,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,94707
4912,2003,2003-03-01,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,94337
4913,2003,2003-03-01,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,3469
4914,2003,2003-03-01,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,3432
4915,2003,2003-03-01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,3650
4916,2003,2003-03-01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,3457
4917,2003,2003-03-01,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,14481
4918,2003,2003-03-01,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,13416
4919,2003,2003-03-01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,9302
4920,2003,2003-03-01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,6928
4921,2003,2003-03-01,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,7810
4922,2003,2003-03-01,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,6723
4923,2003,2003-03-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,58793
4924,2003,2003-03-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,60862
4925,2003,2003-03-01,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,9267
4926,2003,2003-03-01,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,8699
4927,2003,2003-03-01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,8133
4928,2003,2003-03-01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,8309
4929,2003,2003-03-01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,6297
4930,2003,2003-03-01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,5903
4931,2003,2003-03-01,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,2314
4932,2003,2003-03-01,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,2368
4933,2003,2003-03-01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5620
4934,2003,2003-03-01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6608
4935,2003,2003-03-01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,6284
4936,2003,2003-03-01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,6324
4937,2003,2003-03-01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,4142
4938,2003,2003-03-01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,3578
4939,2003,2003-03-01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,13637
4940,2003,2003-03-01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,14195
4941,2003,2003-03-01,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,6756
4942,2003,2003-03-01,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,6507
4943,2003,2003-03-01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Other,Terminal 1,C,39450
4944,2003,2003-03-01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Other,Terminal 1,C,42091
4945,2003,2003-03-01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Other,International,A,4635
4946,2003,2003-03-01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Other,International,A,7000
4947,2003,2003-03-01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,7813
4948,2003,2003-03-01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,5739
4949,2003,2003-03-01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13874
4950,2003,2003-03-01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,10405
4951,2003,2003-03-01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,59897
4952,2003,2003-03-01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,57931
4953,2003,2003-03-01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,G,4000
4954,2003,2003-03-01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,G,3667
4955,2003,2003-03-01,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,A,27307
4956,2003,2003-03-01,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,A,28676
4957,2003,2003-03-01,US Airways,US,US Airways,US,Domestic,US,Deplaned,Low Fare,Terminal 1,B,33932
4958,2003,2003-03-01,US Airways,US,US Airways,US,Domestic,US,Enplaned,Low Fare,Terminal 1,B,32925
4959,2003,2003-03-01,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,34484
4960,2003,2003-03-01,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,35893
4961,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,25225
4962,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,23999
4963,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,443
4964,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,412207
4965,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,413824
4966,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,7572
4967,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,47921
4968,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,44501
4969,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,2819
4970,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,7604
4971,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,5696
4972,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,217
4973,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,12834
4974,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,International,G,13460
4975,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,International,G,70
4976,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,22689
4977,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,23427
4978,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,1298
4979,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,3190
4980,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,3472
4981,2003,2003-03-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,311
4982,2003,2003-03-01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,9257
4983,2003,2003-03-01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,9235
4984,2003,2003-04-01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,32717
4985,2003,2003-04-01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,33478
4986,2003,2003-04-01,ATA Airlines,TZ,ATA Airlines,TZ,International,Canada,Deplaned,Low Fare,International,A,395
4987,2003,2003-04-01,ATA Airlines,TZ,ATA Airlines,TZ,International,Canada,Enplaned,Low Fare,International,A,570
4988,2003,2003-04-01,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Deplaned,Other,International,G,873
4989,2003,2003-04-01,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Enplaned,Other,International,G,978
4990,2003,2003-04-01,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 1,B,15893
4991,2003,2003-04-01,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 1,B,16459
4992,2003,2003-04-01,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,2194
4993,2003,2003-04-01,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,1043
4994,2003,2003-04-01,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,6295
4995,2003,2003-04-01,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,5755
4996,2003,2003-04-01,Air Wisconsin,ZW,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,3587
4997,2003,2003-04-01,Air Wisconsin,ZW,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,3563
4998,2003,2003-04-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,22416
4999,2003,2003-04-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,28316
5000,2003,2003-04-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,International,A,6109
5001,2003,2003-04-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,International,A,4651
5002,2003,2003-04-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,International,A,5373
5003,2003,2003-04-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,International,A,585
5004,2003,2003-04-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,6562
5005,2003,2003-04-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,9121
5006,2003,2003-04-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,2872
5007,2003,2003-04-01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Deplaned,Other,International,G,3919
5008,2003,2003-04-01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Enplaned,Other,International,G,3410
5009,2003,2003-04-01,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,98512
5010,2003,2003-04-01,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,99893
5011,2003,2003-04-01,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,4165
5012,2003,2003-04-01,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,3868
5013,2003,2003-04-01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,3801
5014,2003,2003-04-01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,3182
5015,2003,2003-04-01,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,18400
5016,2003,2003-04-01,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,17787
5017,2003,2003-04-01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,4298
5018,2003,2003-04-01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,1958
5019,2003,2003-04-01,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,5647
5020,2003,2003-04-01,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,3862
5021,2003,2003-04-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,55771
5022,2003,2003-04-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,56393
5023,2003,2003-04-01,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,6722
5024,2003,2003-04-01,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,7242
5025,2003,2003-04-01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,9000
5026,2003,2003-04-01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,8728
