,Year,Date,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
0,1999,1999-07-01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,31432
1,1999,1999-07-01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,31353
2,1999,1999-07-01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,2518
3,1999,1999-07-01,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Deplaned,Other,Terminal 2,D,1324
4,1999,1999-07-01,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Enplaned,Other,Terminal 2,D,1198
5,1999,1999-07-01,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 1,B,24124
6,1999,1999-07-01,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 1,B,23613
7,1999,1999-07-01,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,Terminal 2,D,4983
8,1999,1999-07-01,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,Terminal 2,D,4604
9,1999,1999-07-01,Air Europe,PE,Air Europe,PE,International,Europe,Deplaned,Other,Terminal 2,D,205
10,1999,1999-07-01,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,Terminal 2,D,10118
11,1999,1999-07-01,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,Terminal 2,D,9093
12,1999,1999-07-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,41433
13,1999,1999-07-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,47409
14,1999,1999-07-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,Terminal 2,D,4135
15,1999,1999-07-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,Terminal 2,D,9595
16,1999,1999-07-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 2,D,10082
17,1999,1999-07-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,Terminal 2,D,277
18,1999,1999-07-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,Terminal 2,D,6266
19,1999,1999-07-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 2,D,6765
20,1999,1999-07-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,Terminal 2,D,1056
21,1999,1999-07-01,Alitalia Airlines,AZ,Alitalia Airlines,AZ,International,Europe,Deplaned,Other,Terminal 2,D,4229
22,1999,1999-07-01,Alitalia Airlines,AZ,Alitalia Airlines,AZ,International,Europe,Enplaned,Other,Terminal 2,D,5624
23,1999,1999-07-01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Deplaned,Other,Terminal 2,D,4506
24,1999,1999-07-01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Enplaned,Other,Terminal 2,D,3282
25,1999,1999-07-01,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,124057
26,1999,1999-07-01,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,119356
27,1999,1999-07-01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,Terminal 2,D,4702
28,1999,1999-07-01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,Terminal 2,D,4146
29,1999,1999-07-01,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,Terminal 2,D,24606
30,1999,1999-07-01,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,Terminal 2,D,21161
31,1999,1999-07-01,Canadian Airlines,CP,Canadian Airlines,CP,International,Canada,Deplaned,Other,Terminal 3,E,5236
32,1999,1999-07-01,Canadian Airlines,CP,Canadian Airlines,CP,International,Canada,Enplaned,Other,Terminal 3,E,5699
33,1999,1999-07-01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,Terminal 2,D,6432
34,1999,1999-07-01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,Terminal 2,D,5759
35,1999,1999-07-01,Champion Air,MG,Champion Air,MG,Domestic,US,Deplaned,Other,Terminal 1,A,1503
36,1999,1999-07-01,Champion Air,MG,Champion Air,MG,Domestic,US,Enplaned,Other,Terminal 1,A,1442
37,1999,1999-07-01,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,Terminal 2,D,9823
38,1999,1999-07-01,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,Terminal 2,D,7594
39,1999,1999-07-01,"China Eastern Airlines, Inc",,"China Eastern Airlines, Inc",,International,Asia,Deplaned,Other,Terminal 2,D,1794
40,1999,1999-07-01,"China Eastern Airlines, Inc",,"China Eastern Airlines, Inc",,International,Asia,Enplaned,Other,Terminal 2,D,957
41,1999,1999-07-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,120258
42,1999,1999-07-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,114735
43,1999,1999-07-01,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,Terminal 2,D,11117
44,1999,1999-07-01,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,Terminal 2,D,10117
45,1999,1999-07-01,Finnair,AY,Finnair,AY,International,Europe,Deplaned,Other,Terminal 2,D,4598
46,1999,1999-07-01,Finnair,AY,Finnair,AY,International,Europe,Enplaned,Other,Terminal 2,D,4195
47,1999,1999-07-01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,9927
48,1999,1999-07-01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,10007
49,1999,1999-07-01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,8667
50,1999,1999-07-01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,8809
51,1999,1999-07-01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,Terminal 2,D,9997
52,1999,1999-07-01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,Terminal 2,D,9070
53,1999,1999-07-01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,Terminal 2,D,8672
54,1999,1999-07-01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,Terminal 2,D,8210
55,1999,1999-07-01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,Terminal 2,D,9889
56,1999,1999-07-01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,Terminal 2,D,9373
57,1999,1999-07-01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,Terminal 2,D,23003
58,1999,1999-07-01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,Terminal 2,D,21110
59,1999,1999-07-01,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,Terminal 2,D,16650
60,1999,1999-07-01,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,Terminal 2,D,16453
61,1999,1999-07-01,Miami Air International,GL,Miami Air International,GL,Domestic,US,Deplaned,Other,Terminal 2,D,171
62,1999,1999-07-01,Miami Air International,GL,Miami Air International,GL,Domestic,US,Enplaned,Other,Terminal 2,D,164
63,1999,1999-07-01,Miami Air International,GL,Miami Air International,GL,International,Canada,Deplaned,Other,Terminal 2,D,477
64,1999,1999-07-01,Miami Air International,GL,Miami Air International,GL,International,Canada,Enplaned,Other,Terminal 2,D,474
65,1999,1999-07-01,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,B,3037
66,1999,1999-07-01,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,B,3006
67,1999,1999-07-01,National Airlines,N7,National Airlines,N7,Domestic,US,Deplaned,Other,Terminal 1,B,6486
68,1999,1999-07-01,National Airlines,N7,National Airlines,N7,Domestic,US,Enplaned,Other,Terminal 1,B,6093
69,1999,1999-07-01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Other,Terminal 1,C,81204
70,1999,1999-07-01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Other,Terminal 1,C,80371
71,1999,1999-07-01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Thru / Transit,Other,Terminal 1,C,5008
72,1999,1999-07-01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Other,Terminal 2,D,9194
73,1999,1999-07-01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Other,Terminal 2,D,8645
74,1999,1999-07-01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,Terminal 2,D,9164
75,1999,1999-07-01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,Terminal 2,D,6783
76,1999,1999-07-01,Reno Air,QQ,Reno Air,QQ,Domestic,US,Deplaned,Other,Terminal 3,E,26850
77,1999,1999-07-01,Reno Air,QQ,Reno Air,QQ,Domestic,US,Enplaned,Other,Terminal 3,E,26399
78,1999,1999-07-01,Ryan International Airlines,RD,Ryan International Airlines,RD,Domestic,US,Deplaned,Other,Terminal 2,D,17346
79,1999,1999-07-01,Ryan International Airlines,RD,Ryan International Airlines,RD,Domestic,US,Enplaned,Other,Terminal 2,D,18669
80,1999,1999-07-01,Ryan International Airlines,RD,Ryan International Airlines,RD,International,Europe,Deplaned,Other,Terminal 2,D,6541
81,1999,1999-07-01,Ryan International Airlines,RD,Ryan International Airlines,RD,International,Europe,Enplaned,Other,Terminal 2,D,4763
82,1999,1999-07-01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,Terminal 2,D,16023
83,1999,1999-07-01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,Terminal 2,D,15151
84,1999,1999-07-01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,2307
85,1999,1999-07-01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,2394
86,1999,1999-07-01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,49493
87,1999,1999-07-01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,51042
88,1999,1999-07-01,Sobelair Airlines,,Sobelair Airlines,,International,Europe,Deplaned,Other,Terminal 2,D,427
89,1999,1999-07-01,Sobelair Airlines,,Sobelair Airlines,,International,Europe,Enplaned,Other,Terminal 2,D,408
90,1999,1999-07-01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,A,38102
91,1999,1999-07-01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,A,36438
92,1999,1999-07-01,Sports Jet,,Sports Jet,,Domestic,US,Enplaned,Other,Terminal 1,A,53
93,1999,1999-07-01,Star Air,S6,Star Air,S6,Domestic,US,Deplaned,Other,Terminal 1,B,85
94,1999,1999-07-01,Star Air,S6,Star Air,S6,Domestic,US,Enplaned,Other,Terminal 1,B,142
95,1999,1999-07-01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 3,E,3153
96,1999,1999-07-01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 3,E,2912
97,1999,1999-07-01,Swissair,SR,Swissair,SR,International,Europe,Deplaned,Other,Terminal 2,D,4973
98,1999,1999-07-01,Swissair,SR,Swissair,SR,International,Europe,Enplaned,Other,Terminal 2,D,4527
99,1999,1999-07-01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,Terminal 2,D,3947
100,1999,1999-07-01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,Terminal 2,D,4390
101,1999,1999-07-01,TWA,TW,TWA,TW,Domestic,US,Deplaned,Other,Terminal 1,B,37742
102,1999,1999-07-01,TWA,TW,TWA,TW,Domestic,US,Enplaned,Other,Terminal 1,B,35323
103,1999,1999-07-01,Tower Air,FF,Tower Air,FF,Domestic,US,Deplaned,Other,Terminal 3,E,8894
104,1999,1999-07-01,Tower Air,FF,Tower Air,FF,Domestic,US,Enplaned,Other,Terminal 3,E,9385
105,1999,1999-07-01,Trans States Airlines,AX,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,A,4026
106,1999,1999-07-01,Trans States Airlines,AX,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,A,4040
107,1999,1999-07-01,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,A,55142
108,1999,1999-07-01,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,A,55228
109,1999,1999-07-01,US Airways,US,US Airways,US,Domestic,US,Deplaned,Low Fare,Terminal 1,B,35131
110,1999,1999-07-01,US Airways,US,US Airways,US,Domestic,US,Enplaned,Low Fare,Terminal 1,B,31947
111,1999,1999-07-01,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,68247
112,1999,1999-07-01,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,67479
113,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,57971
114,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,54936
115,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,1181
116,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,784782
117,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,792965
118,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,16837
119,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,51309
120,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,47487
121,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,706
122,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,9202
123,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,8977
124,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,477
125,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,15849
126,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,International,G,15873
127,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,International,G,238
128,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,7495
129,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,24456
130,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,16271
131,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,665
132,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,3732
133,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,3994
134,1999,1999-07-01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,104
135,1999,1999-07-01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,Terminal 2,D,12456
136,1999,1999-07-01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,Terminal 2,D,11039
137,1999,1999-08-01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,34523
138,1999,1999-08-01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,32551
139,1999,1999-08-01,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,2089
140,1999,1999-08-01,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Deplaned,Other,Terminal 2,D,1437
141,1999,1999-08-01,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Enplaned,Other,Terminal 2,D,1252
142,1999,1999-08-01,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 1,B,25730
143,1999,1999-08-01,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 1,B,24808
144,1999,1999-08-01,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,Terminal 2,D,5364
145,1999,1999-08-01,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,Terminal 2,D,4050
146,1999,1999-08-01,Air Europe,PE,Air Europe,PE,International,Europe,Deplaned,Other,Terminal 2,D,389
147,1999,1999-08-01,Air Europe,PE,Air Europe,PE,International,Europe,Enplaned,Other,Terminal 2,D,398
148,1999,1999-08-01,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,Terminal 2,D,9976
149,1999,1999-08-01,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,Terminal 2,D,9537
150,1999,1999-08-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,43769
151,1999,1999-08-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,61755
152,1999,1999-08-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,Terminal 2,D,4278
153,1999,1999-08-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,Terminal 2,D,9554
154,1999,1999-08-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 2,D,8560
155,1999,1999-08-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,Terminal 2,D,321
156,1999,1999-08-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,Terminal 2,D,6808
157,1999,1999-08-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 2,D,6939
158,1999,1999-08-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,Terminal 2,D,796
159,1999,1999-08-01,Alitalia Airlines,AZ,Alitalia Airlines,AZ,International,Europe,Deplaned,Other,Terminal 2,D,5253
160,1999,1999-08-01,Alitalia Airlines,AZ,Alitalia Airlines,AZ,International,Europe,Enplaned,Other,Terminal 2,D,5219
161,1999,1999-08-01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Deplaned,Other,Terminal 2,D,4785
162,1999,1999-08-01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Enplaned,Other,Terminal 2,D,4295
163,1999,1999-08-01,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,120250
164,1999,1999-08-01,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,118524
165,1999,1999-08-01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,Terminal 2,D,4571
166,1999,1999-08-01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,Terminal 2,D,3847
167,1999,1999-08-01,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,Terminal 2,D,23177
168,1999,1999-08-01,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,Terminal 2,D,22820
169,1999,1999-08-01,Canadian Airlines,CP,Canadian Airlines,CP,International,Canada,Deplaned,Other,Terminal 3,E,5640
170,1999,1999-08-01,Canadian Airlines,CP,Canadian Airlines,CP,International,Canada,Enplaned,Other,Terminal 3,E,5935
171,1999,1999-08-01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,Terminal 2,D,6962
172,1999,1999-08-01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,Terminal 2,D,6529
173,1999,1999-08-01,Champion Air,MG,Champion Air,MG,Domestic,US,Deplaned,Other,Terminal 1,A,1381
174,1999,1999-08-01,Champion Air,MG,Champion Air,MG,Domestic,US,Enplaned,Other,Terminal 1,A,1285
175,1999,1999-08-01,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,Terminal 2,D,9636
176,1999,1999-08-01,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,Terminal 2,D,9471
177,1999,1999-08-01,"China Eastern Airlines, Inc",,"China Eastern Airlines, Inc",,International,Asia,Deplaned,Other,Terminal 2,D,2440
178,1999,1999-08-01,"China Eastern Airlines, Inc",,"China Eastern Airlines, Inc",,International,Asia,Enplaned,Other,Terminal 2,D,2119
179,1999,1999-08-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,115657
180,1999,1999-08-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,116837
181,1999,1999-08-01,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,Terminal 2,D,10528
182,1999,1999-08-01,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,Terminal 2,D,10987
183,1999,1999-08-01,Finnair,AY,Finnair,AY,International,Europe,Deplaned,Other,Terminal 2,D,4179
184,1999,1999-08-01,Finnair,AY,Finnair,AY,International,Europe,Enplaned,Other,Terminal 2,D,3493
185,1999,1999-08-01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,10442
186,1999,1999-08-01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,9968
187,1999,1999-08-01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,9073
188,1999,1999-08-01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,8012
189,1999,1999-08-01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,Terminal 2,D,9526
190,1999,1999-08-01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,Terminal 2,D,9984
191,1999,1999-08-01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,Terminal 2,D,8689
192,1999,1999-08-01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,Terminal 2,D,8295
193,1999,1999-08-01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,Terminal 2,D,8364
194,1999,1999-08-01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,Terminal 2,D,7804
195,1999,1999-08-01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,Terminal 2,D,22231
196,1999,1999-08-01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,Terminal 2,D,22984
197,1999,1999-08-01,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,Terminal 2,D,17671
198,1999,1999-08-01,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,Terminal 2,D,15765
199,1999,1999-08-01,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,B,3056
200,1999,1999-08-01,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,B,3129
201,1999,1999-08-01,National Airlines,N7,National Airlines,N7,Domestic,US,Deplaned,Other,Terminal 1,B,7892
202,1999,1999-08-01,National Airlines,N7,National Airlines,N7,Domestic,US,Enplaned,Other,Terminal 1,B,7807
203,1999,1999-08-01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Other,Terminal 1,C,80561
204,1999,1999-08-01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Other,Terminal 1,C,80787
205,1999,1999-08-01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Thru / Transit,Other,Terminal 1,C,4119
206,1999,1999-08-01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Other,Terminal 2,D,9994
207,1999,1999-08-01,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Other,Terminal 2,D,9795
208,1999,1999-08-01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,Terminal 2,D,8769
209,1999,1999-08-01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,Terminal 2,D,6527
210,1999,1999-08-01,Ryan International Airlines,RD,Ryan International Airlines,RD,Domestic,US,Deplaned,Other,Terminal 2,D,19094
211,1999,1999-08-01,Ryan International Airlines,RD,Ryan International Airlines,RD,Domestic,US,Enplaned,Other,Terminal 2,D,16751
212,1999,1999-08-01,Ryan International Airlines,RD,Ryan International Airlines,RD,International,Europe,Deplaned,Other,Terminal 2,D,7204
213,1999,1999-08-01,Ryan International Airlines,RD,Ryan International Airlines,RD,International,Europe,Enplaned,Other,Terminal 2,D,6694
